"","ST","STATE","OCC_CODE","FIRST_TOT_EMP","FIRST_YEAR","LAST_TOT_EMP","LAST_YEAR","percent_change_emp","OCC_TITLE"
"22037","MT","Montana","41-3099",300,2004,1550,2015,416.67,"Sales representatives, services, all other"
"22038","MT","Montana","41-4011",370,1999,340,2015,-8.11,"Sales representatives, wholesale and manufacturing, technical and scientific products"
"22039","MT","Montana","41-4012",4500,1999,4910,2015,9.11,"Sales representatives, wholesale and manufacturing, except technical and scientific products"
"22040","MT","Montana","41-9011",2020,1999,90,2015,-95.54,"Demonstrators and product promoters"
"22041","MT","Montana","41-9021",40,2010,170,2015,325,"Real estate brokers"
"22042","MT","Montana","41-9022",160,1999,320,2015,100,"Real estate sales agents"
"22043","MT","Montana","41-9031",40,2001,40,2015,0,"Sales engineers"
"22044","MT","Montana","41-9041",590,1999,590,2015,0,"Telemarketers"
"22045","MT","Montana","41-9091",30,2000,50,2015,66.67,"Door-to-door sales workers, news and street vendors, and related workers"
"22046","MT","Montana","41-9099",200,2004,220,2015,10,"Sales and related workers, all other"
"22047","MT","Montana","41-9799",920,2010,990,2011,7.61,"Sales and related workers, all other*"
"22048","MT","Montana","43-0000",62870,1999,68540,2015,9.02,"Office and administrative support occupations"
"22049","MT","Montana","43-1011",2960,1999,3710,2015,25.34,"First-line supervisors/managers of office and administrative support workers"
"22050","MT","Montana","43-2011",650,1999,330,2014,-49.23,"Switchboard operators, including answering service"
"22051","MT","Montana","43-3011",880,1999,680,2015,-22.73,"Bill and account collectors"
"22052","MT","Montana","43-3021",1330,1999,1490,2015,12.03,"Billing and posting clerks and machine operators"
"22053","MT","Montana","43-3031",8310,1999,9370,2015,12.76,"Bookkeeping, accounting, and auditing clerks"
"22054","MT","Montana","43-3041",130,2003,40,2014,-69.23,"Gaming cage workers"
"22055","MT","Montana","43-3051",700,1999,550,2015,-21.43,"Payroll and timekeeping clerks"
"22056","MT","Montana","43-3061",160,1999,190,2015,18.75,"Procurement clerks"
"22057","MT","Montana","43-3071",1350,1999,1960,2015,45.19,"Tellers"
"22058","MT","Montana","43-4011",60,1999,150,2015,150,"Brokerage clerks"
"22059","MT","Montana","43-4021",50,2010,70,2012,40,"Correspondence clerks"
"22060","MT","Montana","43-4031",920,1999,780,2015,-15.22,"Court, municipal, and license clerks"
"22061","MT","Montana","43-4041",70,1999,50,2014,-28.57,"Credit authorizers, checkers, and clerks"
"22062","MT","Montana","43-4051",3500,1999,5320,2015,52,"Customer service representatives"
"22063","MT","Montana","43-4061",420,2000,140,2015,-66.67,"Eligibility interviewers, government programs"
"22064","MT","Montana","43-4071",720,1999,500,2015,-30.56,"File clerks"
"22065","MT","Montana","43-4081",1930,1999,1850,2015,-4.15,"Hotel, motel, and resort desk clerks"
"22066","MT","Montana","43-4111",650,1999,810,2015,24.62,"Interviewers, except eligibility and loan"
"22067","MT","Montana","43-4121",140,2000,130,2015,-7.14,"Library assistants, clerical"
"22068","MT","Montana","43-4131",780,1999,780,2015,0,"Loan interviewers and clerks"
"22069","MT","Montana","43-4141",230,1999,260,2015,13.04,"New accounts clerks"
"22070","MT","Montana","43-4151",680,1999,150,2015,-77.94,"Order clerks"
"22071","MT","Montana","43-4161",330,1999,310,2015,-6.06,"Human resources assistants, except payroll and timekeeping"
"22072","MT","Montana","43-4171",2960,1999,2880,2015,-2.7,"Receptionists and information clerks"
"22073","MT","Montana","43-4181",550,2000,280,2015,-49.09,"Reservation and transportation ticket agents and travel clerks"
"22074","MT","Montana","43-4199",780,2004,1070,2015,37.18,"All other information and record clerks"
"22075","MT","Montana","43-5011",160,2000,330,2015,106.25,"Cargo and freight agents"
"22076","MT","Montana","43-5021",170,1999,130,2015,-23.53,"Couriers and messengers"
"22077","MT","Montana","43-5031",430,1999,460,2015,6.98,"Police, fire, and ambulance dispatchers"
"22078","MT","Montana","43-5032",480,1999,530,2015,10.42,"Dispatchers, except police, fire, and ambulance"
"22079","MT","Montana","43-5041",140,1999,80,2015,-42.86,"Meter readers, utilities"
"22080","MT","Montana","43-5051",230,1999,550,2015,139.13,"Postal service clerks"
"22081","MT","Montana","43-5052",970,1999,840,2015,-13.4,"Postal service mail carriers"
"22082","MT","Montana","43-5053",570,1999,310,2015,-45.61,"Postal service mail sorters, processors, and processing machine operators"
"22083","MT","Montana","43-5061",350,1999,500,2015,42.86,"Production, planning, and expediting clerks"
"22084","MT","Montana","43-5071",1580,1999,1230,2015,-22.15,"Shipping, receiving, and traffic clerks"
"22085","MT","Montana","43-5081",4500,1999,4970,2015,10.44,"Stock clerks and order fillers"
"22086","MT","Montana","43-5111",180,1999,80,2015,-55.56,"Weighers, measurers, checkers, and samplers, recordkeeping"
"22087","MT","Montana","43-6011",3360,1999,980,2015,-70.83,"Executive secretaries and administrative assistants"
"22088","MT","Montana","43-6012",330,1999,800,2015,142.42,"Legal secretaries"
"22089","MT","Montana","43-6013",580,1999,1810,2015,212.07,"Medical secretaries"
"22090","MT","Montana","43-6014",5480,1999,8480,2015,54.74,"Secretaries, except legal, medical, and executive"
"22091","MT","Montana","43-9011",310,1999,140,2015,-54.84,"Computer operators"
"22092","MT","Montana","43-9021",930,1999,380,2015,-59.14,"Data entry keyers"
"22093","MT","Montana","43-9022",410,1999,70,2015,-82.93,"Word processors and typists"
"22094","MT","Montana","43-9031",60,2000,40,2014,-33.33,"Desktop publishers"
"22095","MT","Montana","43-9041",280,1999,550,2015,96.43,"Insurance claims and policy processing clerks"
"22096","MT","Montana","43-9051",500,1999,310,2015,-38,"Mail clerks and mail machine operators, except postal service"
"22097","MT","Montana","43-9061",8660,1999,10940,2015,26.33,"Office clerks, general"
"22098","MT","Montana","43-9071",80,1999,180,2015,125,"Office machine operators, except computer"
"22099","MT","Montana","43-9111",30,1999,40,2012,33.33,"Statistical assistants"
"22100","MT","Montana","43-9199",290,2004,170,2015,-41.38,"Office and administrative support workers, all other"
"22101","MT","Montana","43-9799",490,2010,370,2011,-24.49,"Office and administrative support workers, all other*"
"22102","MT","Montana","45-0000",1770,1999,1970,2015,11.3,"Farming, fishing, and forestry occupations"
"22103","MT","Montana","45-1011",90,2000,110,2015,22.22,"First-line supervisors/managers of farming, fishing, and forestry workers"
"22104","MT","Montana","45-2011",30,2005,60,2015,100,"Agricultural inspectors"
"22105","MT","Montana","45-2041",100,1999,50,2015,-50,"Graders and sorters, agricultural products"
"22106","MT","Montana","45-2091",30,2000,110,2014,266.67,"Agricultural equipment operators"
"22107","MT","Montana","45-2092",110,1999,300,2015,172.73,"Farmworkers and laborers, crop, nursery, and greenhouse"
"22108","MT","Montana","45-2093",400,1999,750,2015,87.5,"Farmworkers, farm and ranch animals"
"22109","MT","Montana","45-2099",220,2004,50,2014,-77.27,"Agricultural workers, all other"
"22110","MT","Montana","45-4011",70,2001,40,2015,-42.86,"Forest and conservation workers"
"22111","MT","Montana","45-4021",160,2000,90,2012,-43.75,"Fallers"
"22112","MT","Montana","45-4022",360,2000,390,2015,8.33,"Logging equipment operators"
"22113","MT","Montana","45-4023",60,1999,30,2014,-50,"Log graders and scalers"
"22114","MT","Montana","45-4029",420,2005,110,2010,-73.81,"Logging workers, all other"
"22115","MT","Montana","47-0000",21030,1999,28340,2015,34.76,"Construction and extraction occupations"
"22116","MT","Montana","47-1011",1510,1999,3070,2015,103.31,"First-line supervisors/managers of construction trades and extraction workers"
"22117","MT","Montana","47-2011",60,1999,130,2015,116.67,"Boilermakers"
"22118","MT","Montana","47-2021",140,2001,260,2015,85.71,"Brickmasons and blockmasons"
"22119","MT","Montana","47-2022",220,2000,60,2013,-72.73,"Stonemasons"
"22120","MT","Montana","47-2031",3050,1999,4000,2015,31.15,"Carpenters"
"22121","MT","Montana","47-2041",50,2014,90,2015,80,"Carpet installers"
"22122","MT","Montana","47-2042",100,2010,80,2014,-20,"Floor layers, except carpet, wood, and hard tiles"
"22123","MT","Montana","47-2044",130,2002,140,2015,7.69,"Tile and marble setters"
"22124","MT","Montana","47-2051",950,1999,450,2015,-52.63,"Cement masons and concrete finishers"
"22125","MT","Montana","47-2061",3920,1999,4070,2015,3.83,"Construction laborers"
"22126","MT","Montana","47-2071",360,2000,260,2015,-27.78,"Paving, surfacing, and tamping equipment operators"
"22127","MT","Montana","47-2073",3220,1999,3110,2015,-3.42,"Operating engineers and other construction equipment operators"
"22128","MT","Montana","47-2081",80,1999,280,2015,250,"Drywall and ceiling tile installers"
"22129","MT","Montana","47-2082",30,2000,40,2012,33.33,"Tapers"
"22130","MT","Montana","47-2111",1170,1999,2170,2015,85.47,"Electricians"
"22131","MT","Montana","47-2121",190,1999,250,2012,31.58,"Glaziers"
"22132","MT","Montana","47-2130",260,1999,340,2003,30.77,"Insulation workers"
"22133","MT","Montana","47-2131",270,2004,150,2015,-44.44,"Insulation workers, floor, ceiling, and wall"
"22134","MT","Montana","47-2132",40,2008,70,2015,75,"Insulation workers, mechanical"
"22135","MT","Montana","47-2141",420,1999,830,2015,97.62,"Painters, construction and maintenance"
"22136","MT","Montana","47-2151",110,1999,130,2015,18.18,"Pipelayers"
"22137","MT","Montana","47-2152",410,1999,2100,2015,412.2,"Plumbers, pipefitters, and steamfitters"
"22138","MT","Montana","47-2161",30,2003,70,2015,133.33,"Plasterers and stucco masons"
"22139","MT","Montana","47-2171",250,1999,60,2005,-76,"Reinforcing iron and rebar workers"
"22140","MT","Montana","47-2181",490,1999,420,2015,-14.29,"Roofers"
"22141","MT","Montana","47-2211",520,2000,600,2015,15.38,"Sheet metal workers"
"22142","MT","Montana","47-2221",170,2003,210,2014,23.53,"Structural iron and steel workers"
"22143","MT","Montana","47-3011",180,2001,130,2015,-27.78,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"
"22144","MT","Montana","47-3012",360,1999,80,2015,-77.78,"Helpers--carpenters"
"22145","MT","Montana","47-3013",40,2001,70,2015,75,"Helpers--electricians"
"22146","MT","Montana","47-3014",90,2005,60,2014,-33.33,"Helpers--painters, paperhangers, plasterers, and stucco masons"
"22147","MT","Montana","47-3015",90,2000,150,2015,66.67,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters"
"22148","MT","Montana","47-3016",40,2002,70,2009,75,"Helpers--roofers"
"22149","MT","Montana","47-3019",180,2004,100,2010,-44.44,"Helpers, construction trades, all other"
"22150","MT","Montana","47-4011",180,1999,280,2015,55.56,"Construction and building inspectors"
"22151","MT","Montana","47-4021",80,2008,70,2009,-12.5,"Elevator installers and repairers"
"22152","MT","Montana","47-4031",220,2006,360,2015,63.64,"Fence erectors"
"22153","MT","Montana","47-4041",90,2001,130,2015,44.44,"Hazardous materials removal workers"
"22154","MT","Montana","47-4051",1260,1999,1000,2015,-20.63,"Highway maintenance workers"
"22155","MT","Montana","47-4061",30,1999,80,2015,166.67,"Rail-track laying and maintenance equipment operators"
"22156","MT","Montana","47-4071",80,2002,240,2015,200,"Septic tank servicers and sewer pipe cleaners"
"22157","MT","Montana","47-5011",70,2002,50,2014,-28.57,"Derrick operators, oil and gas"
"22158","MT","Montana","47-5012",80,2002,150,2014,87.5,"Rotary drill operators, oil and gas"
"22159","MT","Montana","47-5013",110,1999,530,2015,381.82,"Service unit operators, oil, gas, and mining"
"22160","MT","Montana","47-5021",150,1999,130,2015,-13.33,"Earth drillers, except oil and gas"
"22161","MT","Montana","47-5031",50,2000,440,2014,780,"Explosives workers, ordnance handling experts, and blasters"
"22162","MT","Montana","47-5041",320,2006,120,2015,-62.5,"Continuous mining machine operators"
"22163","MT","Montana","47-5042",160,2009,170,2015,6.25,"Mine cutting and channeling machine operators"
"22164","MT","Montana","47-5049",80,2006,90,2008,12.5,"Mining machine operators, all other"
"22165","MT","Montana","47-5051",30,2000,190,2015,533.33,"Rock splitters, quarry"
"22166","MT","Montana","47-5071",90,1999,560,2015,522.22,"Roustabouts, oil and gas"
"22167","MT","Montana","47-5081",450,1999,50,2015,-88.89,"Helpers--extraction workers"
"22168","MT","Montana","49-0000",16970,1999,21230,2015,25.1,"Installation, maintenance, and repair occupations"
"22169","MT","Montana","49-1011",1000,1999,1820,2015,82,"First-line supervisors/managers of mechanics, installers, and repairers"
"22170","MT","Montana","49-2011",430,1999,410,2015,-4.65,"Computer, automated teller, and office machine repairers"
"22171","MT","Montana","49-2021",50,2010,120,2011,140,"Radio mechanics"
"22172","MT","Montana","49-2022",730,1999,810,2015,10.96,"Telecommunications equipment installers and repairers, except line installers"
"22173","MT","Montana","49-2091",30,2002,30,2011,0,"Avionics technicians"
"22174","MT","Montana","49-2092",100,1999,100,2015,0,"Electric motor, power tool, and related repairers"
"22175","MT","Montana","49-2093",60,2008,30,2012,-50,"Electrical and electronics installers and repairers, transportation equipment"
"22176","MT","Montana","49-2094",170,1999,100,2015,-41.18,"Electrical and electronics repairers, commercial and industrial equipment"
"22177","MT","Montana","49-2095",30,1999,40,2015,33.33,"Electrical and electronics repairers, powerhouse, substation, and relay"
"22178","MT","Montana","49-2096",80,2005,150,2012,87.5,"Electronic equipment installers and repairers, motor vehicles"
"22179","MT","Montana","49-2097",110,1999,140,2015,27.27,"Electronic home entertainment equipment installers and repairers"
"22180","MT","Montana","49-2098",50,2002,120,2015,140,"Security and fire alarm systems installers"
"22181","MT","Montana","49-3011",260,1999,480,2015,84.62,"Aircraft mechanics and service technicians"
"22182","MT","Montana","49-3021",1060,1999,610,2015,-42.45,"Automotive body and related repairers"
"22183","MT","Montana","49-3022",320,1999,160,2015,-50,"Automotive glass installers and repairers"
"22184","MT","Montana","49-3023",1560,1999,2850,2015,82.69,"Automotive service technicians and mechanics"
"22185","MT","Montana","49-3031",900,1999,1270,2015,41.11,"Bus and truck mechanics and diesel engine specialists"
"22186","MT","Montana","49-3041",400,1999,520,2015,30,"Farm equipment mechanics"
"22187","MT","Montana","49-3042",480,1999,930,2015,93.75,"Mobile heavy equipment mechanics, except engines"
"22188","MT","Montana","49-3051",70,1999,90,2015,28.57,"Motorboat mechanics"
"22189","MT","Montana","49-3052",50,1999,160,2015,220,"Motorcycle mechanics"
"22190","MT","Montana","49-3053",80,2000,160,2014,100,"Outdoor power equipment and other small engine mechanics"
"22191","MT","Montana","49-3091",40,2007,60,2013,50,"Bicycle repairers"
"22192","MT","Montana","49-3092",80,1999,60,2015,-25,"Recreational vehicle service technicians"
"22193","MT","Montana","49-3093",290,1999,840,2015,189.66,"Tire repairers and changers"
"22194","MT","Montana","49-9011",30,2000,190,2010,533.33,"Mechanical door repairers"
"22195","MT","Montana","49-9012",90,2000,70,2015,-22.22,"Control and valve installers and repairers, except mechanical door"
"22196","MT","Montana","49-9021",220,2000,730,2015,231.82,"Heating, air conditioning, and refrigeration mechanics and installers"
"22197","MT","Montana","49-9031",210,1999,70,2015,-66.67,"Home appliance repairers"
"22198","MT","Montana","49-9041",400,1999,670,2015,67.5,"Industrial machinery mechanics"
"22199","MT","Montana","49-9042",3420,1999,4510,2009,31.87,"Maintenance and repair workers, general"
"22200","MT","Montana","49-9043",130,1999,110,2015,-15.38,"Maintenance workers, machinery"
"22201","MT","Montana","49-9044",180,2000,170,2015,-5.56,"Millwrights"
"22202","MT","Montana","49-9051",490,1999,750,2015,53.06,"Electrical power-line installers and repairers"
"22203","MT","Montana","49-9052",280,1999,300,2015,7.14,"Telecommunications line installers and repairers"
"22204","MT","Montana","49-9062",60,1999,80,2015,33.33,"Medical equipment repairers"
"22205","MT","Montana","49-9071",4030,2010,4440,2015,10.17,"Maintenance and repair workers, general"
"22206","MT","Montana","49-9091",300,1999,110,2014,-63.33,"Coin, vending, and amusement machine servicers and repairers"
"22207","MT","Montana","49-9094",30,1999,70,2015,133.33,"Locksmiths and safe repairers"
"22208","MT","Montana","49-9095",40,2000,50,2015,25,"Manufactured building and mobile home installers"
"22209","MT","Montana","49-9096",40,2013,40,2015,0,"Riggers"
"22210","MT","Montana","49-9098",240,1999,200,2015,-16.67,"Helpers--installation, maintenance, and repair workers"
"22211","MT","Montana","49-9099",530,2004,600,2015,13.21,"Installation, maintenance, and repair workers, all other"
"22212","MT","Montana","49-9799",520,2010,520,2011,0,"Installation, maintenance, and repair workers, all other*"
"22213","MT","Montana","51-0000",18180,1999,17010,2015,-6.44,"Production occupations"
"22214","MT","Montana","51-1011",1270,1999,1590,2015,25.2,"First-line supervisors/managers of production and operating workers"
"22215","MT","Montana","51-2022",290,1999,250,2015,-13.79,"Electrical and electronic equipment assemblers"
"22216","MT","Montana","51-2023",100,2003,90,2006,-10,"Electromechanical equipment assemblers"
"22217","MT","Montana","51-2041",150,1999,70,2015,-53.33,"Structural metal fabricators and fitters"
"22218","MT","Montana","51-2091",50,2003,50,2013,0,"Fiberglass laminators and fabricators"
"22219","MT","Montana","51-2092",1200,1999,1150,2015,-4.17,"Team assemblers"
"22220","MT","Montana","51-2099",120,2004,170,2015,41.67,"Assemblers and fabricators, all other"
"22221","MT","Montana","51-3011",630,1999,720,2015,14.29,"Bakers"
"22222","MT","Montana","51-3021",530,1999,780,2015,47.17,"Butchers and meat cutters"
"22223","MT","Montana","51-3022",180,2001,170,2014,-5.56,"Meat, poultry, and fish cutters and trimmers"
"22224","MT","Montana","51-3023",120,2000,90,2015,-25,"Slaughterers and meat packers"
"22225","MT","Montana","51-3091",50,2007,50,2015,0,"Food and tobacco roasting, baking, and drying machine operators and tenders"
"22226","MT","Montana","51-3092",70,2001,200,2015,185.71,"Food batchmakers"
"22227","MT","Montana","51-3093",40,2000,70,2011,75,"Food cooking machine operators and tenders"
"22228","MT","Montana","51-4011",40,2002,160,2015,300,"Computer-controlled machine tool operators, metal and plastic"
"22229","MT","Montana","51-4021",30,2008,40,2011,33.33,"Extruding and drawing machine setters, operators, and tenders, metal and plastic"
"22230","MT","Montana","51-4022",140,1999,80,2006,-42.86,"Forging machine setters, operators, and tenders, metal and plastic"
"22231","MT","Montana","51-4031",540,1999,120,2015,-77.78,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"22232","MT","Montana","51-4033",40,1999,80,2015,100,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
"22233","MT","Montana","51-4034",40,2003,50,2012,25,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic"
"22234","MT","Montana","51-4035",80,2001,40,2009,-50,"Milling and planing machine setters, operators, and tenders, metal and plastic"
"22235","MT","Montana","51-4041",430,1999,560,2015,30.23,"Machinists"
"22236","MT","Montana","51-4051",140,2000,40,2009,-71.43,"Metal-refining furnace operators and tenders"
"22237","MT","Montana","51-4071",40,2003,30,2011,-25,"Foundry mold and coremakers"
"22238","MT","Montana","51-4072",40,2004,230,2015,475,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic"
"22239","MT","Montana","51-4081",80,1999,90,2015,12.5,"Multiple machine tool setters, operators, and tenders, metal and plastic"
"22240","MT","Montana","51-4111",50,2002,50,2005,0,"Tool and die makers"
"22241","MT","Montana","51-4121",440,1999,1370,2015,211.36,"Welders, cutters, solderers, and brazers"
"22242","MT","Montana","51-4122",110,2008,40,2015,-63.64,"Welding, soldering, and brazing machine setters, operators, and tenders"
"22243","MT","Montana","51-4194",100,1999,30,2015,-70,"Tool grinders, filers, and sharpeners"
"22244","MT","Montana","51-4199",30,2010,50,2013,66.67,"Metal workers and plastic workers, all other"
"22245","MT","Montana","51-5011",150,1999,140,2009,-6.67,"Bindery workers"
"22246","MT","Montana","51-5021",200,1999,180,2009,-10,"Job printers"
"22247","MT","Montana","51-5022",180,1999,100,2009,-44.44,"Prepress technicians and workers"
"22248","MT","Montana","51-5023",360,1999,310,2009,-13.89,"Printing machine operators"
"22249","MT","Montana","51-5111",40,2010,70,2015,75,"Prepress technicians and workers"
"22250","MT","Montana","51-5112",400,2010,320,2015,-20,"Printing press operators"
"22251","MT","Montana","51-5113",110,2010,130,2015,18.18,"Print binding and finishing workers"
"22252","MT","Montana","51-6011",750,1999,710,2015,-5.33,"Laundry and dry-cleaning workers"
"22253","MT","Montana","51-6021",190,1999,50,2015,-73.68,"Pressers, textile, garment, and related materials"
"22254","MT","Montana","51-6031",530,2000,360,2015,-32.08,"Sewing machine operators"
"22255","MT","Montana","51-6041",50,2011,40,2015,-20,"Shoe and leather workers and repairers"
"22256","MT","Montana","51-6051",30,2000,50,2015,66.67,"Sewers, hand"
"22257","MT","Montana","51-6052",90,1999,70,2014,-22.22,"Tailors, dressmakers, and custom sewers"
"22258","MT","Montana","51-6093",140,1999,50,2015,-64.29,"Upholsterers"
"22259","MT","Montana","51-6099",50,2010,30,2013,-40,"Textile, apparel, and furnishings workers, all other"
"22260","MT","Montana","51-7011",650,2000,660,2015,1.54,"Cabinetmakers and bench carpenters"
"22261","MT","Montana","51-7021",40,2000,50,2008,25,"Furniture finishers"
"22262","MT","Montana","51-7041",810,1999,390,2015,-51.85,"Sawing machine setters, operators, and tenders, wood"
"22263","MT","Montana","51-7042",90,1999,480,2015,433.33,"Woodworking machine setters, operators, and tenders, except sawing"
"22264","MT","Montana","51-7099",40,2004,30,2015,-25,"Woodworkers, all other"
"22265","MT","Montana","51-8012",70,1999,60,2015,-14.29,"Power distributors and dispatchers"
"22266","MT","Montana","51-8013",40,2000,160,2015,300,"Power plant operators"
"22267","MT","Montana","51-8021",280,1999,210,2015,-25,"Stationary engineers and boiler operators"
"22268","MT","Montana","51-8031",190,1999,460,2015,142.11,"Water and liquid waste treatment plant and system operators"
"22269","MT","Montana","51-8091",70,2000,210,2012,200,"Chemical plant and system operators"
"22270","MT","Montana","51-8092",40,2003,140,2015,250,"Gas plant operators"
"22271","MT","Montana","51-8093",420,1999,480,2015,14.29,"Petroleum pump system operators, refinery operators, and gaugers"
"22272","MT","Montana","51-8099",50,2004,140,2015,180,"Plant and system operators, all other"
"22273","MT","Montana","51-9011",90,2008,40,2014,-55.56,"Chemical equipment operators and tenders"
"22274","MT","Montana","51-9012",50,2000,240,2015,380,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders"
"22275","MT","Montana","51-9021",50,1999,250,2015,400,"Crushing, grinding, and polishing machine setters, operators, and tenders"
"22276","MT","Montana","51-9022",40,1999,40,2015,0,"Grinding and polishing workers, hand"
"22277","MT","Montana","51-9023",190,2001,250,2015,31.58,"Mixing and blending machine setters, operators, and tenders"
"22278","MT","Montana","51-9031",120,1999,50,2006,-58.33,"Cutters and trimmers, hand"
"22279","MT","Montana","51-9032",30,2001,60,2015,100,"Cutting and slicing machine setters, operators, and tenders"
"22280","MT","Montana","51-9041",150,2000,120,2015,-20,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders"
"22281","MT","Montana","51-9051",80,1999,110,2015,37.5,"Furnace, kiln, oven, drier, and kettle operators and tenders"
"22282","MT","Montana","51-9061",730,1999,450,2015,-38.36,"Inspectors, testers, sorters, samplers, and weighers"
"22283","MT","Montana","51-9071",90,2000,70,2015,-22.22,"Jewelers and precious stone and metal workers"
"22284","MT","Montana","51-9081",100,1999,130,2015,30,"Dental laboratory technicians"
"22285","MT","Montana","51-9082",50,2000,30,2001,-40,"Medical appliance technicians"
"22286","MT","Montana","51-9083",40,2004,100,2015,150,"Ophthalmic laboratory technicians"
"22287","MT","Montana","51-9111",470,1999,640,2015,36.17,"Packaging and filling machine operators and tenders"
"22288","MT","Montana","51-9121",160,1999,140,2015,-12.5,"Coating, painting, and spraying machine setters, operators, and tenders"
"22289","MT","Montana","51-9122",30,2001,140,2015,366.67,"Painters, transportation equipment"
"22290","MT","Montana","51-9123",30,1999,150,2011,400,"Painting, coating, and decorating workers"
"22291","MT","Montana","51-9131",70,2001,40,2008,-42.86,"Photographic process workers"
"22292","MT","Montana","51-9132",210,1999,150,2009,-28.57,"Photographic processing machine operators"
"22293","MT","Montana","51-9151",130,2010,70,2015,-46.15,"Photographic process workers and processing machine operators"
"22294","MT","Montana","51-9191",210,2000,140,2014,-33.33,"Cementing and gluing machine operators and tenders"
"22295","MT","Montana","51-9193",40,2008,50,2012,25,"Cooling and freezing equipment operators and tenders"
"22296","MT","Montana","51-9194",30,2004,40,2011,33.33,"Etchers and engravers"
"22297","MT","Montana","51-9195",50,2000,140,2015,180,"Molders, shapers, and casters, except metal and plastic"
"22298","MT","Montana","51-9196",40,2003,100,2007,150,"Paper goods machine setters, operators, and tenders"
"22299","MT","Montana","51-9198",960,1999,500,2015,-47.92,"Helpers--production workers"
"22300","MT","Montana","51-9199",260,2004,190,2015,-26.92,"Production workers, all other"
"22301","MT","Montana","51-9399",120,2010,160,2011,33.33,"Production workers, all other*"
"22302","MT","Montana","53-0000",28120,1999,27270,2015,-3.02,"Transportation and material moving occupations"
"22303","MT","Montana","53-1021",370,1999,460,2015,24.32,"First-line supervisors/managers of helpers, laborers, and material movers, hand"
"22304","MT","Montana","53-1031",400,1999,800,2015,100,"First-line supervisors/managers of transportation and material-moving machine and vehicle operators"
"22305","MT","Montana","53-2011",120,2000,70,2015,-41.67,"Airline pilots, copilots, and flight engineers"
"22306","MT","Montana","53-2012",140,1999,350,2015,150,"Commercial pilots"
"22307","MT","Montana","53-2021",70,2000,110,2015,57.14,"Air traffic controllers"
"22308","MT","Montana","53-2022",40,2001,40,2015,0,"Airfield operations specialists"
"22309","MT","Montana","53-3011",60,2000,80,2015,33.33,"Ambulance drivers and attendants, except emergency medical technicians"
"22310","MT","Montana","53-3021",390,1999,460,2015,17.95,"Bus drivers, transit and intercity"
"22311","MT","Montana","53-3022",1780,1999,1940,2015,8.99,"Bus drivers, school"
"22312","MT","Montana","53-3031",1220,1999,1720,2015,40.98,"Driver/sales workers"
"22313","MT","Montana","53-3032",6690,1999,6210,2015,-7.17,"Truck drivers, heavy and tractor-trailer"
"22314","MT","Montana","53-3033",3360,1999,2800,2015,-16.67,"Truck drivers, light or delivery services"
"22315","MT","Montana","53-3041",400,1999,610,2015,52.5,"Taxi drivers and chauffeurs"
"22316","MT","Montana","53-3099",180,2005,300,2015,66.67,"Motor vehicle operators, all other"
"22317","MT","Montana","53-4011",110,1999,700,2002,536.36,"Locomotive engineers"
"22318","MT","Montana","53-4031",670,2002,160,2011,-76.12,"Railroad conductors and yardmasters"
"22319","MT","Montana","53-6021",80,2000,80,2015,0,"Parking lot attendants"
"22320","MT","Montana","53-6031",280,1999,90,2015,-67.86,"Service station attendants"
"22321","MT","Montana","53-6051",50,2000,270,2015,440,"Transportation inspectors"
"22322","MT","Montana","53-6099",110,2009,190,2015,72.73,"Transportation workers, all other"
"22323","MT","Montana","53-7011",290,1999,160,2015,-44.83,"Conveyor operators and tenders"
"22324","MT","Montana","53-7021",70,1999,160,2015,128.57,"Crane and tower operators"
"22325","MT","Montana","53-7032",850,2000,180,2015,-78.82,"Excavating and loading machine and dragline operators"
"22326","MT","Montana","53-7033",200,2012,240,2014,20,"Loading machine operators, underground mining"
"22327","MT","Montana","53-7051",1090,1999,980,2015,-10.09,"Industrial truck and tractor operators"
"22328","MT","Montana","53-7061",2150,1999,1190,2015,-44.65,"Cleaners of vehicles and equipment"
"22329","MT","Montana","53-7062",4440,1999,4910,2015,10.59,"Laborers and freight, stock, and material movers, hand"
"22330","MT","Montana","53-7063",370,2000,70,2015,-81.08,"Machine feeders and offbearers"
"22331","MT","Montana","53-7064",1910,1999,800,2015,-58.12,"Packers and packagers, hand"
"22332","MT","Montana","53-7071",70,2001,80,2015,14.29,"Gas compressor and gas pumping station operators"
"22333","MT","Montana","53-7072",90,2001,30,2015,-66.67,"Pump operators, except wellhead pumpers"
"22334","MT","Montana","53-7073",110,2000,230,2015,109.09,"Wellhead pumpers"
"22335","MT","Montana","53-7081",150,1999,430,2015,186.67,"Refuse and recyclable material collectors"
"22336","MT","Montana","53-7121",40,2000,50,2014,25,"Tank car, truck, and ship loaders"
"22337","MT","Montana","53-7199",40,2005,170,2012,325,"Material moving workers, all other"
